Time, nFrame,relativeTime,bodyIndex(str),bodyIndex,X,Y,Z,state
18_37_29_0809, 75,2466,HandRight,11,0.236597,0.017932,1.289809,2
18_37_29_0809, 75,2466,HipLeft,12,-0.230531,-0.356484,1.352571,2
18_37_29_0809, 75,2466,KneeLeft,13,-0.256990,-0.633078,1.260380,2
18_37_29_0809, 75,2466,AnkleLeft,14,-0.301239,-1.030059,1.175069,1
18_37_29_0809, 75,2466,FootLeft,15,-0.333391,-1.031170,1.057959,1
18_37_29_0809, 75,2466,HipRight,16,-0.087691,-0.298667,1.291417,2
18_37_29_0809, 75,2466,KneeRight,17,-0.008015,-0.569456,1.201875,2
18_37_29_0809, 75,2466,AnkleRight,18,0.099948,-0.956373,1.120502,1
18_37_29_0809, 75,2466,FootRight,19,0.075554,-0.964463,0.999003,1
18_37_29_0809, 75,2466,SpineShoulder,20,-0.373581,0.216227,1.493544,2
18_37_29_0809, 75,2466,HandTipLeft,21,-0.839348,0.095908,1.306942,2
18_37_29_0809, 75,2466,ThumbLeft,22,-0.751120,0.096519,1.302444,2
18_37_29_0809, 75,2466,HandTipRight,23,0.296855,-0.023475,1.268764,2
18_37_29_0809, 75,2466,ThumbRight,24,0.279602,0.017468,1.330100,2
18_37_29_0844, 76,2499,SpineBase,0,-0.164592,-0.336838,1.357149,2
18_37_29_0844, 76,2499,SpineMid,1,-0.288009,-0.014734,1.440331,2
18_37_29_0844, 76,2499,Neck,2,-0.403425,0.290182,1.507600,2
18_37_29_0844, 76,2499,Head,3,-0.485301,0.395355,1.516905,2
18_37_29_0844, 76,2499,ShoulderLeft,4,-0.523904,0.105432,1.521719,2
18_37_29_0844, 76,2499,ElbowLeft,5,-0.575079,-0.084436,1.494367,2
18_37_29_0844, 76,2499,WristLeft,6,-0.740112,0.025055,1.355921,2
18_37_29_0844, 76,2499,HandLeft,7,-0.788241,0.036251,1.328011,2
18_37_29_0844, 76,2499,ShoulderRight,8,-0.175468,0.206660,1.405610,2
18_37_29_0844, 76,2499,ElbowRight,9,0.070517,0.094360,1.370621,2
18_37_29_0844, 76,2499,WristRight,10,0.230965,0.011569,1.282234,2
18_37_29_0844, 76,2499,HandRight,11,0.267297,-0.031723,1.294187,2
18_37_29_0844, 76,2499,HipLeft,12,-0.231821,-0.357236,1.350853,2
18_37_29_0844, 76,2499,KneeLeft,13,-0.257871,-0.635187,1.260448,2
18_37_29_0844, 76,2499,AnkleLeft,14,-0.301459,-1.032685,1.178007,1
18_37_29_0844, 76,2499,FootLeft,15,-0.333405,-1.034278,1.060815,1
18_37_29_0844, 76,2499,HipRight,16,-0.088572,-0.298665,1.291054,2
18_37_29_0844, 76,2499,KneeRight,17,-0.005943,-0.569773,1.201731,2
18_37_29_0844, 76,2499,AnkleRight,18,0.105701,-0.955760,1.120974,1
18_37_29_0844, 76,2499,FootRight,19,0.082013,-0.964063,0.999233,1
18_37_29_0844, 76,2499,SpineShoulder,20,-0.375675,0.216022,1.493045,2
18_37_29_0844, 76,2499,HandTipLeft,21,-0.839151,0.060259,1.293304,2
18_37_29_0844, 76,2499,ThumbLeft,22,-0.764394,0.072060,1.286000,2
18_37_29_0844, 76,2499,HandTipRight,23,0.307776,-0.083096,1.267366,2
18_37_29_0844, 76,2499,ThumbRight,24,0.287981,-0.071376,1.317091,2
18_37_29_0877, 77,2534,SpineBase,0,-0.165715,-0.337761,1.355546,2
18_37_29_0877, 77,2534,SpineMid,1,-0.289239,-0.015341,1.439303,2
18_37_29_0877, 77,2534,Neck,2,-0.404546,0.289796,1.507054,2
18_37_29_0877, 77,2534,Head,3,-0.487023,0.394861,1.515935,2
18_37_29_0877, 77,2534,ShoulderLeft,4,-0.525190,0.102529,1.518223,2
18_37_29_0877, 77,2534,ElbowLeft,5,-0.570038,-0.089369,1.495061,2
18_37_29_0877, 77,2534,WristLeft,6,-0.729312,-0.003615,1.354594,2
18_37_29_0877, 77,2534,HandLeft,7,-0.788299,0.009057,1.323033,2
18_37_29_0877, 77,2534,ShoulderRight,8,-0.176146,0.206189,1.405349,2
18_37_29_0877, 77,2534,ElbowRight,9,0.066189,0.085691,1.371449,2
18_37_29_0877, 77,2534,WristRight,10,0.228401,0.008753,1.280616,2
18_37_29_0877, 77,2534,HandRight,11,0.224896,0.000900,1.292998,2
18_37_29_0877, 77,2534,HipLeft,12,-0.232784,-0.358245,1.349291,2
18_37_29_0877, 77,2534,KneeLeft,13,-0.258495,-0.637059,1.261469,2
18_37_29_0877, 77,2534,AnkleLeft,14,-0.301592,-1.035247,1.182729,1
18_37_29_0877, 77,2534,FootLeft,15,-0.333154,-1.037329,1.065389,1
18_37_29_0877, 77,2534,HipRight,16,-0.089705,-0.299393,1.289652,2
18_37_29_0877, 77,2534,KneeRight,17,-0.004081,-0.570248,1.201238,2
18_37_29_0877, 77,2534,AnkleRight,18,0.111520,-0.955375,1.121787,1
18_37_29_0877, 77,2534,FootRight,19,0.088887,-0.963845,0.999762,1
18_37_29_0877, 77,2534,SpineShoulder,20,-0.376830,0.215584,1.492384,2
18_37_29_0877, 77,2534,HandTipLeft,21,-0.840720,0.028999,1.290797,2
18_37_29_0877, 77,2534,ThumbLeft,22,-0.767459,0.047097,1.284133,2
18_37_29_0877, 77,2534,HandTipRight,23,0.281863,-0.037530,1.278443,2
18_37_29_0877, 77,2534,ThumbRight,24,0.188181,-0.044693,1.281857,2
18_37_29_0909, 78,2566,SpineBase,0,-0.166553,-0.338394,1.354715,2
18_37_29_0909, 78,2566,SpineMid,1,-0.290393,-0.015782,1.438653,2
18_37_29_0909, 78,2566,Neck,2,-0.405839,0.289484,1.506561,2
18_37_29_0909, 78,2566,Head,3,-0.488954,0.394579,1.515213,2
18_37_29_0909, 78,2566,ShoulderLeft,4,-0.525823,0.101443,1.515726,2
18_37_29_0909, 78,2566,ElbowLeft,5,-0.615841,-0.067185,1.455834,2
18_37_29_0909, 78,2566,WristLeft,6,-0.757434,-0.002784,1.330736,2
18_37_29_0909, 78,2566,HandLeft,7,-0.788807,-0.010003,1.318751,2
18_37_29_0909, 78,2566,ShoulderRight,8,-0.177101,0.205219,1.405385,2
18_37_29_0909, 78,2566,ElbowRight,9,0.063833,0.081269,1.371873,2
18_37_29_0909, 78,2566,WristRight,10,0.224328,0.000945,1.280404,2
18_37_29_0909, 78,2566,HandRight,11,0.254298,-0.050102,1.297892,2
18_37_29_0909, 78,2566,HipLeft,12,-0.233622,-0.359096,1.348045,2
18_37_29_0909, 78,2566,KneeLeft,13,-0.291064,-0.626415,1.226595,2
18_37_29_0909, 78,2566,AnkleLeft,14,-0.377728,-1.007072,1.100667,1
18_37_29_0909, 78,2566,FootLeft,15,-0.409010,-1.000721,0.983061,1
18_37_29_0909, 78,2566,HipRight,16,-0.090431,-0.299755,1.289129,2
18_37_29_0909, 78,2566,KneeRight,17,0.000858,-0.570259,1.201698,2
18_37_29_0909, 78,2566,AnkleRight,18,0.123790,-0.953408,1.123950,1
18_37_29_0909, 78,2566,FootRight,19,0.102482,-0.962297,1.001572,1
18_37_29_0909, 78,2566,SpineShoulder,20,-0.378099,0.215244,1.491855,2
18_37_29_0909, 78,2566,HandTipLeft,21,-0.842570,0.000911,1.286415,2
18_37_29_0909, 78,2566,ThumbLeft,22,-0.767031,0.028294,1.277077,2
18_37_29_0909, 78,2566,HandTipRight,23,0.295589,-0.107550,1.260573,2
18_37_29_0909, 78,2566,ThumbRight,24,0.236430,-0.087721,1.298286,2
18_37_29_0942, 79,2599,SpineBase,0,-0.167324,-0.339427,1.353688,2
18_37_29_0942, 79,2599,SpineMid,1,-0.291342,-0.016132,1.437770,2
18_37_29_0942, 79,2599,Neck,2,-0.406879,0.289651,1.505677,2
18_37_29_0942, 79,2599,Head,3,-0.490652,0.394375,1.514409,2
18_37_29_0942, 79,2599,ShoulderLeft,4,-0.525838,0.100951,1.514046,2
18_37_29_0942, 79,2599,ElbowLeft,5,-0.616330,-0.068038,1.455831,2
18_37_29_0942, 79,2599,WristLeft,6,-0.759732,-0.011246,1.328769,2
18_37_29_0942, 79,2599,HandLeft,7,-0.789533,-0.019232,1.319316,2
18_37_29_0942, 79,2599,ShoulderRight,8,-0.178328,0.204555,1.405098,2
18_37_29_0942, 79,2599,ElbowRight,9,0.062280,0.079399,1.371501,2
18_37_29_0942, 79,2599,WristRight,10,0.223778,-0.001559,1.282210,2
18_37_29_0942, 79,2599,HandRight,11,0.254099,-0.052536,1.298762,2
18_37_29_0942, 79,2599,HipLeft,12,-0.234370,-0.360169,1.346997,2
18_37_29_0942, 79,2599,KneeLeft,13,-0.260389,-0.641872,1.264261,2
18_37_29_0942, 79,2599,AnkleLeft,14,-0.303674,-1.041069,1.193352,1
18_37_29_0942, 79,2599,FootLeft,15,-0.334923,-1.044436,1.075945,1
18_37_29_0942, 79,2599,HipRight,16,-0.091125,-0.300606,1.288114,2
18_37_29_0942, 79,2599,KneeRight,17,0.003817,-0.571247,1.201568,2
18_37_29_0942, 79,2599,AnkleRight,18,0.131270,-0.953157,1.125373,1
18_37_29_0942, 79,2599,FootRight,19,0.110737,-0.962473,1.002834,1
18_37_29_0942, 79,2599,SpineShoulder,20,-0.379116,0.215287,1.490983,2
18_37_29_0942, 79,2599,HandTipLeft,21,-0.844107,-0.009062,1.288857,2
18_37_29_0942, 79,2599,ThumbLeft,22,-0.754343,0.024044,1.319409,2
18_37_29_0942, 79,2599,HandTipRight,23,0.295578,-0.108457,1.262831,2
18_37_29_0942, 79,2599,ThumbRight,24,0.231851,-0.088194,1.312100,2
18_37_29_0977, 80,2634,SpineBase,0,-0.167817,-0.339547,1.353221,2
18_37_29_0977, 80,2634,SpineMid,1,-0.290340,-0.016003,1.437698,2
18_37_29_0977, 80,2634,Neck,2,-0.400316,0.290483,1.506541,2
18_37_29_0977, 80,2634,Head,3,-0.491785,0.394222,1.513537,2
18_37_29_0977, 80,2634,ShoulderLeft,4,-0.518941,0.105860,1.516776,2
18_37_29_0977, 80,2634,ElbowLeft,5,-0.613029,-0.061160,1.457695,2
18_37_29_0977, 80,2634,WristLeft,6,-0.760018,-0.015667,1.329942,2
18_37_29_0977, 80,2634,HandLeft,7,-0.794055,-0.015815,1.321423,2
18_37_29_0977, 80,2634,ShoulderRight,8,-0.175689,0.204055,1.405331,2
18_37_29_0977, 80,2634,ElbowRight,9,0.064942,0.078496,1.370742,2
18_37_29_0977, 80,2634,WristRight,10,0.226280,-0.002986,1.281160,2
18_37_29_0977, 80,2634,HandRight,11,0.259685,-0.048730,1.298646,2
18_37_29_0977, 80,2634,HipLeft,12,-0.234893,-0.360193,1.345893,2
18_37_29_0977, 80,2634,KneeLeft,13,-0.291697,-0.628601,1.219453,2
18_37_29_0977, 80,2634,AnkleLeft,14,-0.376850,-1.007853,1.087514,1
18_37_29_0977, 80,2634,FootLeft,15,-0.408357,-1.000901,0.969845,1
18_37_29_0977, 80,2634,HipRight,16,-0.091541,-0.300740,1.287990,2
18_37_29_0977, 80,2634,KneeRight,17,0.004219,-0.572347,1.201442,2
18_37_29_0977, 80,2634,AnkleRight,18,0.132278,-0.954094,1.125562,1
18_37_29_0977, 80,2634,FootRight,19,0.111239,-0.963771,1.003140,1
18_37_29_0977, 80,2634,SpineShoulder,20,-0.374421,0.215890,1.491466,2
18_37_29_0977, 80,2634,HandTipLeft,21,-0.851035,-0.005570,1.293497,2
18_37_29_0977, 80,2634,ThumbLeft,22,-0.760036,0.028030,1.324806,2
18_37_29_0977, 80,2634,HandTipRight,23,0.300379,-0.104003,1.275162,2
18_37_29_0977, 80,2634,ThumbRight,24,0.273587,-0.035942,1.322933,2
18_37_30_0009, 81,2666,SpineBase,0,-0.168150,-0.339329,1.353215,2
18_37_30_0009, 81,2666,SpineMid,1,-0.291838,-0.015719,1.437290,2
18_37_30_0009, 81,2666,Neck,2,-0.405957,0.290474,1.505035,2
18_37_30_0009, 81,2666,Head,3,-0.492415,0.394604,1.512908,2
18_37_30_0009, 81,2666,ShoulderLeft,4,-0.522967,0.104838,1.515603,2
18_37_30_0009, 81,2666,ElbowLeft,5,-0.616758,-0.062834,1.457751,2
18_37_30_0009, 81,2666,WristLeft,6,-0.763838,-0.013582,1.331371,2
18_37_30_0009, 81,2666,HandLeft,7,-0.800501,-0.000881,1.326969,2
18_37_30_0009, 81,2666,ShoulderRight,8,-0.177568,0.204414,1.405207,2
18_37_30_0009, 81,2666,ElbowRight,9,0.065367,0.082682,1.371568,2
18_37_30_0009, 81,2666,WristRight,10,0.227030,0.000777,1.282622,2
18_37_30_0009, 81,2666,HandRight,11,0.271249,-0.033301,1.291149,2
18_37_30_0009, 81,2666,HipLeft,12,-0.235259,-0.360027,1.345779,2
18_37_30_0009, 81,2666,KneeLeft,13,-0.291928,-0.630168,1.221228,2
18_37_30_0009, 81,2666,AnkleLeft,14,-0.376615,-1.010431,1.092436,1
18_37_30_0009, 81,2666,FootLeft,15,-0.407844,-1.004164,0.974596,1
18_37_30_0009, 81,2666,HipRight,16,-0.091811,-0.300451,1.288016,2
18_37_30_0009, 81,2666,KneeRight,17,0.004105,-0.573087,1.200978,2
18_37_30_0009, 81,2666,AnkleRight,18,0.131907,-0.954858,1.124707,1
18_37_30_0009, 81,2666,FootRight,19,0.111211,-0.964536,1.002146,1
18_37_30_0009, 81,2666,SpineShoulder,20,-0.378509,0.216021,1.490366,2
18_37_30_0009, 81,2666,HandTipLeft,21,-0.859747,0.012570,1.300845,2
18_37_30_0009, 81,2666,ThumbLeft,22,-0.763678,0.041316,1.329421,2
18_37_30_0009, 81,2666,HandTipRight,23,0.311759,-0.081968,1.267748,2
18_37_30_0009, 81,2666,ThumbRight,24,0.281864,-0.002879,1.279429,2
18_37_30_0042, 82,2699,SpineBase,0,-0.168592,-0.339330,1.353245,2
18_37_30_0042, 82,2699,SpineMid,1,-0.291879,-0.015697,1.437390,2
18_37_30_0042, 82,2699,Neck,2,-0.405793,0.290549,1.505078,2
18_37_30_0042, 82,2699,Head,3,-0.493719,0.394793,1.512334,2
18_37_30_0042, 82,2699,ShoulderLeft,4,-0.520916,0.106596,1.516732,2
18_37_30_0042, 82,2699,ElbowLeft,5,-0.623727,-0.056152,1.461582,2
18_37_30_0042, 82,2699,WristLeft,6,-0.771422,-0.002492,1.337890,2
18_37_30_0042, 82,2699,HandLeft,7,-0.812120,0.020604,1.333856,2
18_37_30_0042, 82,2699,ShoulderRight,8,-0.175864,0.204659,1.405409,2
18_37_30_0042, 82,2699,ElbowRight,9,0.074287,0.098237,1.372842,2
18_37_30_0042, 82,2699,WristRight,10,0.253631,0.073508,1.283890,2
18_37_30_0042, 82,2699,HandRight,11,0.256156,0.032763,1.295101,2
18_37_30_0042, 82,2699,HipLeft,12,-0.235906,-0.359895,1.345506,2
18_37_30_0042, 82,2699,KneeLeft,13,-0.291898,-0.631502,1.222886,2
18_37_30_0042, 82,2699,AnkleLeft,14,-0.375617,-1.013425,1.096968,1
18_37_30_0042, 82,2699,FootLeft,15,-0.407058,-1.007584,0.979203,1
18_37_30_0042, 82,2699,HipRight,16,-0.092093,-0.300508,1.288175,2
18_37_30_0042, 82,2699,KneeRight,17,0.003968,-0.573771,1.200533,2
18_37_30_0042, 82,2699,AnkleRight,18,0.131839,-0.956048,1.123539,1
18_37_30_0042, 82,2699,FootRight,19,0.110954,-0.965645,1.000978,1
18_37_30_0042, 82,2699,SpineShoulder,20,-0.378439,0.216078,1.490430,2
18_37_30_0042, 82,2699,HandTipLeft,21,-0.873132,0.042459,1.309618,2
18_37_30_0042, 82,2699,ThumbLeft,22,-0.778402,0.061521,1.339000,2
18_37_30_0042, 82,2699,HandTipRight,23,0.315960,-0.018709,1.267622,2
18_37_30_0042, 82,2699,ThumbRight,24,0.296337,0.055192,1.329607,2
18_37_30_0076, 83,2734,SpineBase,0,-0.169516,-0.338490,1.353379,2
18_37_30_0076, 83,2734,SpineMid,1,-0.293792,-0.015097,1.436854,2
18_37_30_0076, 83,2734,Neck,2,-0.409474,0.290609,1.503461,2
18_37_30_0076, 83,2734,Head,3,-0.494676,0.395172,1.511485,2
18_37_30_0076, 83,2734,ShoulderLeft,4,-0.528450,0.106773,1.515175,2
18_37_30_0076, 83,2734,ElbowLeft,5,-0.635126,-0.053620,1.461513,2
18_37_30_0076, 83,2734,WristLeft,6,-0.779736,0.022869,1.347248,2
18_37_30_0076, 83,2734,HandLeft,7,-0.820328,0.045875,1.340220,2
18_37_30_0076, 83,2734,ShoulderRight,8,-0.181590,0.208795,1.404365,2
18_37_30_0076, 83,2734,ElbowRight,9,0.076049,0.121375,1.375839,2
18_37_30_0076, 83,2734,WristRight,10,0.249644,0.068520,1.287415,2
18_37_30_0076, 83,2734,HandRight,11,0.264772,0.052180,1.294256,1
18_37_30_0076, 83,2734,HipLeft,12,-0.236630,-0.359242,1.345321,2
18_37_30_0076, 83,2734,KneeLeft,13,-0.266499,-0.644521,1.265199,2
18_37_30_0076, 83,2734,AnkleLeft,14,-0.314752,-1.044911,1.198771,1
18_37_30_0076, 83,2734,FootLeft,15,-0.346693,-1.049134,1.081705,1
18_37_30_0076, 83,2734,HipRight,16,-0.093215,-0.299421,1.288663,2
18_37_30_0076, 83,2734,KneeRight,17,0.003291,-0.573294,1.200406,2
18_37_30_0076, 83,2734,AnkleRight,18,0.131616,-0.956027,1.122664,1
18_37_30_0076, 83,2734,FootRight,19,0.110840,-0.965547,1.000026,1
18_37_30_0076, 83,2734,SpineShoulder,20,-0.381626,0.216315,1.489132,2
18_37_30_0076, 83,2734,HandTipLeft,21,-0.880999,0.073194,1.314822,2
18_37_30_0076, 83,2734,ThumbLeft,22,-0.779953,0.083836,1.344667,2
18_37_30_0076, 83,2734,HandTipRight,23,0.310706,0.004934,1.275419,2
18_37_30_0076, 83,2734,ThumbRight,24,0.298129,0.084925,1.311462,2
18_37_30_0109, 84,2766,SpineBase,0,-0.170053,-0.338039,1.353376,2
18_37_30_0109, 84,2766,SpineMid,1,-0.293815,-0.015023,1.436949,2
18_37_30_0109, 84,2766,Neck,2,-0.409018,0.290597,1.503598,2
18_37_30_0109, 84,2766,Head,3,-0.495804,0.395331,1.510589,2
18_37_30_0109, 84,2766,ShoulderLeft,4,-0.528500,0.106990,1.515320,2
18_37_30_0109, 84,2766,ElbowLeft,5,-0.646852,-0.044444,1.461584,2
18_37_30_0109, 84,2766,WristLeft,6,-0.788579,0.044158,1.353161,2
18_37_30_0109, 84,2766,HandLeft,7,-0.829737,0.068886,1.349174,2
18_37_30_0109, 84,2766,ShoulderRight,8,-0.179455,0.209071,1.404876,2
18_37_30_0109, 84,2766,ElbowRight,9,0.082053,0.134232,1.376972,2
18_37_30_0109, 84,2766,WristRight,10,0.264440,0.101142,1.298768,2
18_37_30_0109, 84,2766,HandRight,11,0.287460,0.081453,1.300205,1
18_37_30_0109, 84,2766,HipLeft,12,-0.237729,-0.358298,1.344498,2
18_37_30_0109, 84,2766,KneeLeft,13,-0.266157,-0.644649,1.265563,2
18_37_30_0109, 84,2766,AnkleLeft,14,-0.312459,-1.046136,1.200889,1
18_37_30_0109, 84,2766,FootLeft,15,-0.344133,-1.050685,1.083721,1
18_37_30_0109, 84,2766,HipRight,16,-0.093448,-0.299200,1.289001,2
18_37_30_0109, 84,2766,KneeRight,17,0.002897,-0.573848,1.200301,2
18_37_30_0109, 84,2766,AnkleRight,18,0.130880,-0.957301,1.122056,1
18_37_30_0109, 84,2766,FootRight,19,0.110284,-0.966609,0.999302,1
18_37_30_0109, 84,2766,SpineShoulder,20,-0.381392,0.216344,1.489240,2
18_37_30_0109, 84,2766,HandTipLeft,21,-0.889871,0.102099,1.324965,2
18_37_30_0109, 84,2766,ThumbLeft,22,-0.779130,0.079871,1.326284,2
18_37_30_0109, 84,2766,HandTipRight,23,0.340356,0.053037,1.284408,2
18_37_30_0109, 84,2766,ThumbRight,24,0.313056,0.118220,1.323333,2
18_37_30_0144, 85,2799,SpineBase,0,-0.171331,-0.335462,1.352643,2
18_37_30_0144, 85,2799,SpineMid,1,-0.295838,-0.013869,1.435937,2
18_37_30_0144, 85,2799,Neck,2,-0.412177,0.290484,1.502358,2
18_37_30_0144, 85,2799,Head,3,-0.496737,0.395368,1.509299,2
18_37_30_0144, 85,2799,ShoulderLeft,4,-0.533665,0.107702,1.513710,2
18_37_30_0144, 85,2799,ElbowLeft,5,-0.657599,-0.039088,1.460754,2
18_37_30_0144, 85,2799,WristLeft,6,-0.795923,0.066303,1.364886,2
18_37_30_0144, 85,2799,HandLeft,7,-0.829969,0.084004,1.355873,2
18_37_30_0144, 85,2799,ShoulderRight,8,-0.187249,0.216613,1.402767,2
18_37_30_0144, 85,2799,ElbowRight,9,0.077392,0.152830,1.380205,2
18_37_30_0144, 85,2799,WristRight,10,0.261559,0.121687,1.305899,2
18_37_30_0144, 85,2799,HandRight,11,0.290285,0.110849,1.307275,1
18_37_30_0144, 85,2799,HipLeft,12,-0.239224,-0.356158,1.343408,2
18_37_30_0144, 85,2799,KneeLeft,13,-0.265874,-0.641792,1.265876,2
18_37_30_0144, 85,2799,AnkleLeft,14,-0.309956,-1.043617,1.202885,1
18_37_30_0144, 85,2799,FootLeft,15,-0.341988,-1.048585,1.086024,1
18_37_30_0144, 85,2799,HipRight,16,-0.094331,-0.296404,1.288881,2
18_37_30_0144, 85,2799,KneeRight,17,-0.003741,-0.571707,1.199811,2
18_37_30_0144, 85,2799,AnkleRight,18,0.116807,-0.957287,1.120756,1
18_37_30_0144, 85,2799,FootRight,19,0.094840,-0.966474,0.998404,1
18_37_30_0144, 85,2799,SpineShoulder,20,-0.384186,0.216558,1.488072,2
18_37_30_0144, 85,2799,HandTipLeft,21,-0.889755,0.121250,1.333392,2
18_37_30_0144, 85,2799,ThumbLeft,22,-0.784211,0.117498,1.359682,2
18_37_30_0144, 85,2799,HandTipRight,23,0.346904,0.083134,1.288570,2
18_37_30_0144, 85,2799,ThumbRight,24,0.316961,0.143530,1.312182,2
18_37_30_0177, 86,2834,SpineBase,0,-0.173085,-0.334209,1.352210,2
18_37_30_0177, 86,2834,SpineMid,1,-0.295896,-0.013666,1.435770,2
18_37_30_0177, 86,2834,Neck,2,-0.411243,0.290463,1.502500,2
18_37_30_0177, 86,2834,Head,3,-0.497269,0.395732,1.508254,2
18_37_30_0177, 86,2834,ShoulderLeft,4,-0.533330,0.107746,1.513763,2
18_37_30_0177, 86,2834,ElbowLeft,5,-0.662334,-0.034588,1.461753,2
18_37_30_0177, 86,2834,WristLeft,6,-0.799836,0.072540,1.366771,2
18_37_30_0177, 86,2834,HandLeft,7,-0.836478,0.093836,1.360517,2
18_37_30_0177, 86,2834,ShoulderRight,8,-0.186964,0.216705,1.402814,2
18_37_30_0177, 86,2834,ElbowRight,9,0.080110,0.164290,1.383507,2
18_37_30_0177, 86,2834,WristRight,10,0.265176,0.136315,1.310481,2
18_37_30_0177, 86,2834,HandRight,11,0.288638,0.132852,1.313777,1
18_37_30_0177, 86,2834,HipLeft,12,-0.242214,-0.354789,1.342535,2
18_37_30_0177, 86,2834,KneeLeft,13,-0.294050,-0.631201,1.232449,2
18_37_30_0177, 86,2834,AnkleLeft,14,-0.185436,-0.888963,1.329594,1
18_37_30_0177, 86,2834,FootLeft,15,-0.200851,-0.753476,1.283918,1
18_37_30_0177, 86,2834,HipRight,16,-0.095088,-0.295423,1.288891,2
18_37_30_0177, 86,2834,KneeRight,17,-0.003896,-0.570858,1.199954,2
18_37_30_0177, 86,2834,AnkleRight,18,0.117333,-0.956190,1.121077,1
18_37_30_0177, 86,2834,FootRight,19,0.095457,-0.965474,0.998713,1
18_37_30_0177, 86,2834,SpineShoulder,20,-0.383719,0.216605,1.488074,2
18_37_30_0177, 86,2834,HandTipLeft,21,-0.897604,0.133477,1.340284,2
18_37_30_0177, 86,2834,ThumbLeft,22,-0.787522,0.122717,1.357553,2
18_37_30_0177, 86,2834,HandTipRight,23,0.345902,0.110895,1.294112,2
18_37_30_0177, 86,2834,ThumbRight,24,0.283561,0.151803,1.269303,2
18_37_30_0210, 87,2866,SpineBase,0,-0.173848,-0.332918,1.351544,2
18_37_30_0210, 87,2866,SpineMid,1,-0.295891,-0.013201,1.435610,2
18_37_30_0210, 87,2866,Neck,2,-0.410539,0.290564,1.502569,2
18_37_30_0210, 87,2866,Head,3,-0.497798,0.395877,1.507550,2
18_37_30_0210, 87,2866,ShoulderLeft,4,-0.533000,0.108041,1.513874,2
18_37_30_0210, 87,2866,ElbowLeft,5,-0.665287,-0.031059,1.461517,2
18_37_30_0210, 87,2866,WristLeft,6,-0.802953,0.076782,1.367698,2
18_37_30_0210, 87,2866,HandLeft,7,-0.837200,0.097003,1.360909,2
18_37_30_0210, 87,2866,ShoulderRight,8,-0.186807,0.216816,1.402941,2
18_37_30_0210, 87,2866,ElbowRight,9,0.081834,0.173163,1.383802,2
18_37_30_0210, 87,2866,WristRight,10,0.267585,0.147597,1.311717,2
18_37_30_0210, 87,2866,HandRight,11,0.323038,0.159182,1.314430,2
18_37_30_0210, 87,2866,HipLeft,12,-0.242931,-0.354104,1.341708,2
18_37_30_0210, 87,2866,KneeLeft,13,-0.270574,-0.639893,1.257424,2
18_37_30_0210, 87,2866,AnkleLeft,14,-0.316011,-1.041084,1.185066,1
18_37_30_0210, 87,2866,FootLeft,15,-0.347852,-1.044485,1.067904,1
18_37_30_0210, 87,2866,HipRight,16,-0.095699,-0.293472,1.288440,2
18_37_30_0210, 87,2866,KneeRight,17,-0.006202,-0.570328,1.199570,2
18_37_30_0210, 87,2866,AnkleRight,18,0.112585,-0.957205,1.120905,1
18_37_30_0210, 87,2866,FootRight,19,0.090457,-0.966464,0.998581,1
18_37_30_0210, 87,2866,SpineShoulder,20,-0.383266,0.216774,1.488092,2
18_37_30_0210, 87,2866,HandTipLeft,21,-0.897281,0.136783,1.338288,2
18_37_30_0210, 87,2866,ThumbLeft,22,-0.785785,0.126807,1.355816,2
18_37_30_0210, 87,2866,HandTipRight,23,0.400394,0.144466,1.303501,2
18_37_30_0210, 87,2866,ThumbRight,24,0.343896,0.127112,1.280957,2
18_37_30_0243, 88,2899,SpineBase,0,-0.176714,-0.331127,1.351560,2
18_37_30_0243, 88,2899,SpineMid,1,-0.299196,-0.012007,1.434764,2
18_37_30_0243, 88,2899,Neck,2,-0.413593,0.290681,1.501227,2
18_37_30_0243, 88,2899,Head,3,-0.498344,0.395997,1.506999,2
18_37_30_0243, 88,2899,ShoulderLeft,4,-0.535426,0.108402,1.512184,2
18_37_30_0243, 88,2899,ElbowLeft,5,-0.668503,-0.030285,1.461117,2
18_37_30_0243, 88,2899,WristLeft,6,-0.805182,0.078718,1.367018,2
18_37_30_0243, 88,2899,HandLeft,7,-0.838340,0.094537,1.359707,2
18_37_30_0243, 88,2899,ShoulderRight,8,-0.189499,0.219494,1.402836,2
18_37_30_0243, 88,2899,ElbowRight,9,0.079451,0.176978,1.384645,2
18_37_30_0243, 88,2899,WristRight,10,0.266118,0.154223,1.314047,2
18_37_30_0243, 88,2899,HandRight,11,0.323249,0.164269,1.315989,2
18_37_30_0243, 88,2899,HipLeft,12,-0.246440,-0.352860,1.341725,2
18_37_30_0243, 88,2899,KneeLeft,13,-0.281679,-0.634894,1.236348,2
18_37_30_0243, 88,2899,AnkleLeft,14,-0.179092,-0.894561,1.336799,1
18_37_30_0243, 88,2899,FootLeft,15,-0.198009,-0.760291,1.286728,1
18_37_30_0243, 88,2899,HipRight,16,-0.097703,-0.291330,1.288476,2
18_37_30_0243, 88,2899,KneeRight,17,-0.006543,-0.568620,1.199647,2
18_37_30_0243, 88,2899,AnkleRight,18,0.114342,-0.955701,1.121126,1
18_37_30_0243, 88,2899,FootRight,19,0.092666,-0.965016,0.998656,1
