Time, nFrame,relativeTime,bodyIndex(str),bodyIndex,X,Y,Z,state
18_37_42_0339, 29,932,ShoulderRight,8,-0.684037,0.161158,1.457024,2
18_37_42_0339, 29,932,ElbowRight,9,-0.542883,0.028169,1.303359,1
18_37_42_0339, 29,932,WristRight,10,-0.404229,-0.140232,1.157999,2
18_37_42_0339, 29,932,HandRight,11,-0.353443,-0.236934,1.102133,2
18_37_42_0339, 29,932,HipLeft,12,-0.643942,-0.422623,1.095551,2
18_37_42_0339, 29,932,KneeLeft,13,-0.562667,-0.155316,0.903731,2
18_37_42_0339, 29,932,AnkleLeft,14,-0.472924,0.192203,0.678820,1
18_37_42_0339, 29,932,FootLeft,15,-0.393338,0.243307,0.589482,1
18_37_42_0339, 29,932,HipRight,16,-0.512157,-0.403325,1.152955,2
18_37_42_0339, 29,932,KneeRight,17,-0.380586,-0.190082,0.922131,2
18_37_42_0339, 29,932,AnkleRight,18,-0.570816,-0.634883,1.198117,2
18_37_42_0339, 29,932,FootRight,19,-0.549671,-0.701765,1.144665,1
18_37_42_0339, 29,932,SpineShoulder,20,-0.750262,0.096252,1.332370,2
18_37_42_0339, 29,932,HandTipLeft,21,-0.696775,-0.126145,0.850788,1
18_37_42_0339, 29,932,ThumbLeft,22,-0.689995,-0.129517,0.846673,1
18_37_42_0339, 29,932,HandTipRight,23,-0.301911,-0.226078,1.021966,2
18_37_42_0339, 29,932,ThumbRight,24,-0.315778,-0.176266,1.045600,2
18_37_42_0372, 30,967,SpineBase,0,-0.595478,-0.425697,1.157400,2
18_37_42_0372, 30,967,SpineMid,1,-0.687730,-0.121049,1.263280,2
18_37_42_0372, 30,967,Neck,2,-0.768811,0.166610,1.352350,2
18_37_42_0372, 30,967,Head,3,-0.858405,0.246923,1.438800,2
18_37_42_0372, 30,967,ShoulderLeft,4,-0.815855,0.095344,1.255368,1
18_37_42_0372, 30,967,ElbowLeft,5,-0.780578,-0.119973,1.123608,1
18_37_42_0372, 30,967,WristLeft,6,-0.713967,-0.085232,0.930180,1
18_37_42_0372, 30,967,HandLeft,7,-0.718646,-0.139674,0.875586,1
18_37_42_0372, 30,967,ShoulderRight,8,-0.681809,0.155097,1.449651,2
18_37_42_0372, 30,967,ElbowRight,9,-0.540239,0.019575,1.298912,1
18_37_42_0372, 30,967,WristRight,10,-0.401496,-0.144253,1.155364,2
18_37_42_0372, 30,967,HandRight,11,-0.363260,-0.221717,1.114358,2
18_37_42_0372, 30,967,HipLeft,12,-0.643840,-0.422937,1.095497,2
18_37_42_0372, 30,967,KneeLeft,13,-0.561446,-0.155780,0.903897,2
18_37_42_0372, 30,967,AnkleLeft,14,-0.475987,-0.662214,0.848696,1
18_37_42_0372, 30,967,FootLeft,15,-0.508146,-0.577066,0.907046,1
18_37_42_0372, 30,967,HipRight,16,-0.511153,-0.403227,1.152300,2
18_37_42_0372, 30,967,KneeRight,17,-0.379212,-0.189390,0.922241,2
18_37_42_0372, 30,967,AnkleRight,18,-0.569793,-0.635019,1.198024,2
18_37_42_0372, 30,967,FootRight,19,-0.551433,-0.702254,1.145347,1
18_37_42_0372, 30,967,SpineShoulder,20,-0.750045,0.096560,1.332376,2
18_37_42_0372, 30,967,HandTipLeft,21,-0.709374,-0.133243,0.860064,1
18_37_42_0372, 30,967,ThumbLeft,22,-0.702560,-0.136547,0.855987,1
18_37_42_0372, 30,967,HandTipRight,23,-0.285827,-0.239104,1.037609,2
18_37_42_0372, 30,967,ThumbRight,24,-0.336353,-0.161479,1.058154,2
18_37_42_0406, 31,999,SpineBase,0,-0.595262,-0.425051,1.157508,2
18_37_42_0406, 31,999,SpineMid,1,-0.687502,-0.120499,1.263315,2
18_37_42_0406, 31,999,Neck,2,-0.768625,0.167000,1.352391,2
18_37_42_0406, 31,999,Head,3,-0.858455,0.247119,1.438827,2
18_37_42_0406, 31,999,ShoulderLeft,4,-0.816077,0.096335,1.255728,2
18_37_42_0406, 31,999,ElbowLeft,5,-0.778323,-0.116976,1.123839,2
18_37_42_0406, 31,999,WristLeft,6,-0.711724,-0.082253,0.930402,1
18_37_42_0406, 31,999,HandLeft,7,-0.716406,-0.136695,0.875811,1
18_37_42_0406, 31,999,ShoulderRight,8,-0.683052,0.159171,1.453798,2
18_37_42_0406, 31,999,ElbowRight,9,-0.608302,-0.003693,1.235918,1
18_37_42_0406, 31,999,WristRight,10,-0.409811,-0.168518,1.140344,2
18_37_42_0406, 31,999,HandRight,11,-0.359295,-0.227813,1.115756,2
18_37_42_0406, 31,999,HipLeft,12,-0.643161,-0.422314,1.096087,2
18_37_42_0406, 31,999,KneeLeft,13,-0.560819,-0.156347,0.902818,2
18_37_42_0406, 31,999,AnkleLeft,14,-0.469627,0.189506,0.675958,1
18_37_42_0406, 31,999,FootLeft,15,-0.390582,0.240590,0.585980,1
18_37_42_0406, 31,999,HipRight,16,-0.511475,-0.402383,1.151984,2
18_37_42_0406, 31,999,KneeRight,17,-0.375604,-0.190450,0.922511,2
18_37_42_0406, 31,999,AnkleRight,18,-0.568641,-0.635068,1.197942,2
18_37_42_0406, 31,999,FootRight,19,-0.552930,-0.702709,1.146674,1
18_37_42_0406, 31,999,SpineShoulder,20,-0.749844,0.097006,1.332417,2
18_37_42_0406, 31,999,HandTipLeft,21,-0.708254,-0.129405,0.862011,1
18_37_42_0406, 31,999,ThumbLeft,22,-0.699998,-0.133380,0.855817,1
18_37_42_0406, 31,999,HandTipRight,23,-0.310399,-0.228578,1.032547,2
18_37_42_0406, 31,999,ThumbRight,24,-0.318367,-0.177004,1.077375,2
18_37_42_0441, 32,1033,SpineBase,0,-0.595012,-0.424456,1.157664,2
18_37_42_0441, 32,1033,SpineMid,1,-0.687279,-0.120067,1.263370,2
18_37_42_0441, 32,1033,Neck,2,-0.768466,0.167250,1.352422,2
18_37_42_0441, 32,1033,Head,3,-0.858259,0.247425,1.438831,2
18_37_42_0441, 32,1033,ShoulderLeft,4,-0.816302,0.096793,1.255868,2
18_37_42_0441, 32,1033,ElbowLeft,5,-0.779246,-0.115206,1.126133,2
18_37_42_0441, 32,1033,WristLeft,6,-0.712647,-0.080497,0.932694,1
18_37_42_0441, 32,1033,HandLeft,7,-0.717328,-0.134927,0.878115,1
18_37_42_0441, 32,1033,ShoulderRight,8,-0.683423,0.160946,1.455735,2
18_37_42_0441, 32,1033,ElbowRight,9,-0.541610,0.026617,1.304115,1
18_37_42_0441, 32,1033,WristRight,10,-0.398702,-0.139856,1.157482,2
18_37_42_0441, 32,1033,HandRight,11,-0.352806,-0.223531,1.101968,2
18_37_42_0441, 32,1033,HipLeft,12,-0.642559,-0.421812,1.096635,2
18_37_42_0441, 32,1033,KneeLeft,13,-0.560452,-0.157013,0.901733,2
18_37_42_0441, 32,1033,AnkleLeft,14,-0.469555,0.187430,0.672643,1
18_37_42_0441, 32,1033,FootLeft,15,-0.390333,0.238496,0.582717,1
18_37_42_0441, 32,1033,HipRight,16,-0.511641,-0.401667,1.151809,2
18_37_42_0441, 32,1033,KneeRight,17,-0.371125,-0.193927,0.921360,2
18_37_42_0441, 32,1033,AnkleRight,18,-0.567630,-0.635326,1.197732,2
18_37_42_0441, 32,1033,FootRight,19,-0.546773,-0.705029,1.164057,1
18_37_42_0441, 32,1033,SpineShoulder,20,-0.749667,0.097309,1.332456,2
18_37_42_0441, 32,1033,HandTipLeft,21,-0.709638,-0.128487,0.864402,1
18_37_42_0441, 32,1033,ThumbLeft,22,-0.701003,-0.131824,0.858119,1
18_37_42_0441, 32,1033,HandTipRight,23,-0.299733,-0.225980,1.004546,2
18_37_42_0441, 32,1033,ThumbRight,24,-0.346253,-0.148294,1.066667,2
18_37_42_0474, 33,1067,SpineBase,0,-0.594641,-0.424323,1.157745,2
18_37_42_0474, 33,1067,SpineMid,1,-0.687053,-0.119894,1.263399,2
18_37_42_0474, 33,1067,Neck,2,-0.768359,0.167428,1.352447,2
18_37_42_0474, 33,1067,Head,3,-0.858158,0.247674,1.438735,2
18_37_42_0474, 33,1067,ShoulderLeft,4,-0.816348,0.096328,1.255861,1
18_37_42_0474, 33,1067,ElbowLeft,5,-0.778708,-0.114174,1.126321,2
18_37_42_0474, 33,1067,WristLeft,6,-0.712112,-0.079471,0.932880,1
18_37_42_0474, 33,1067,HandLeft,7,-0.716794,-0.133894,0.878309,1
18_37_42_0474, 33,1067,ShoulderRight,8,-0.683591,0.161978,1.456652,2
18_37_42_0474, 33,1067,ElbowRight,9,-0.542148,0.028748,1.303670,1
18_37_42_0474, 33,1067,WristRight,10,-0.398730,-0.139597,1.156062,2
18_37_42_0474, 33,1067,HandRight,11,-0.352612,-0.228830,1.097649,2
18_37_42_0474, 33,1067,HipLeft,12,-0.641816,-0.421979,1.097101,2
18_37_42_0474, 33,1067,KneeLeft,13,-0.559450,-0.158183,0.901008,2
18_37_42_0474, 33,1067,AnkleLeft,14,-0.468178,0.185048,0.670282,1
18_37_42_0474, 33,1067,FootLeft,15,-0.388965,0.236117,0.580247,1
18_37_42_0474, 33,1067,HipRight,16,-0.511527,-0.401377,1.151645,2
18_37_42_0474, 33,1067,KneeRight,17,-0.367924,-0.194309,0.922627,2
18_37_42_0474, 33,1067,AnkleRight,18,-0.566536,-0.637008,1.197667,2
18_37_42_0474, 33,1067,FootRight,19,-0.547689,-0.706807,1.167182,1
18_37_42_0474, 33,1067,SpineShoulder,20,-0.749532,0.097493,1.332481,2
18_37_42_0474, 33,1067,HandTipLeft,21,-0.708347,-0.127692,0.863607,1
18_37_42_0474, 33,1067,ThumbLeft,22,-0.699723,-0.130788,0.857146,1
18_37_42_0474, 33,1067,HandTipRight,23,-0.260963,-0.205334,0.995718,2
18_37_42_0474, 33,1067,ThumbRight,24,-0.339098,-0.160359,1.064739,2
18_37_42_0507, 34,1100,SpineBase,0,-0.594521,-0.424080,1.157742,2
18_37_42_0507, 34,1100,SpineMid,1,-0.686924,-0.119683,1.263375,2
18_37_42_0507, 34,1100,Neck,2,-0.768252,0.167571,1.352439,2
18_37_42_0507, 34,1100,Head,3,-0.857901,0.247848,1.438898,2
18_37_42_0507, 34,1100,ShoulderLeft,4,-0.816582,0.096583,1.256034,2
18_37_42_0507, 34,1100,ElbowLeft,5,-0.776783,-0.118712,1.124098,2
18_37_42_0507, 34,1100,WristLeft,6,-0.710193,-0.083978,0.930658,1
18_37_42_0507, 34,1100,HandLeft,7,-0.714872,-0.138398,0.876090,1
18_37_42_0507, 34,1100,ShoulderRight,8,-0.683715,0.162727,1.457491,2
18_37_42_0507, 34,1100,ElbowRight,9,-0.542724,0.027615,1.305812,1
18_37_42_0507, 34,1100,WristRight,10,-0.398977,-0.139996,1.156566,2
18_37_42_0507, 34,1100,HandRight,11,-0.355234,-0.225019,1.107616,2
18_37_42_0507, 34,1100,HipLeft,12,-0.641629,-0.421840,1.097289,2
18_37_42_0507, 34,1100,KneeLeft,13,-0.558848,-0.158624,0.900689,2
18_37_42_0507, 34,1100,AnkleLeft,14,-0.466996,0.183949,0.669235,1
18_37_42_0507, 34,1100,FootLeft,15,-0.387753,0.235004,0.579176,1
18_37_42_0507, 34,1100,HipRight,16,-0.511585,-0.400967,1.151349,2
18_37_42_0507, 34,1100,KneeRight,17,-0.365848,-0.196020,0.921863,2
18_37_42_0507, 34,1100,AnkleRight,18,-0.565792,-0.638561,1.198168,2
18_37_42_0507, 34,1100,FootRight,19,-0.546332,-0.708192,1.171124,1
18_37_42_0507, 34,1100,SpineShoulder,20,-0.749417,0.097659,1.332470,2
18_37_42_0507, 34,1100,HandTipLeft,21,-0.705623,-0.131977,0.860547,1
18_37_42_0507, 34,1100,ThumbLeft,22,-0.698100,-0.133501,0.855138,1
18_37_42_0507, 34,1100,HandTipRight,23,-0.313920,-0.241522,1.024487,2
18_37_42_0507, 34,1100,ThumbRight,24,-0.313819,-0.161255,1.047462,2
18_37_42_0538, 35,1132,SpineBase,0,-0.593032,-0.425285,1.157156,2
18_37_42_0538, 35,1132,SpineMid,1,-0.686302,-0.119915,1.263176,2
18_37_42_0538, 35,1132,Neck,2,-0.768054,0.167686,1.352432,2
18_37_42_0538, 35,1132,Head,3,-0.857544,0.248083,1.438928,2
18_37_42_0538, 35,1132,ShoulderLeft,4,-0.801195,0.074124,1.239441,2
18_37_42_0538, 35,1132,ElbowLeft,5,-0.770528,-0.110631,1.122997,2
18_37_42_0538, 35,1132,WristLeft,6,-0.703966,-0.075944,0.929535,1
18_37_42_0538, 35,1132,HandLeft,7,-0.708652,-0.130363,0.874979,1
18_37_42_0538, 35,1132,ShoulderRight,8,-0.683738,0.163074,1.457948,2
18_37_42_0538, 35,1132,ElbowRight,9,-0.542018,0.028065,1.306871,1
18_37_42_0538, 35,1132,WristRight,10,-0.399900,-0.138025,1.159142,2
18_37_42_0538, 35,1132,HandRight,11,-0.359706,-0.223510,1.110212,2
18_37_42_0538, 35,1132,HipLeft,12,-0.635550,-0.425031,1.098324,2
18_37_42_0538, 35,1132,KneeLeft,13,-0.565355,-0.158687,0.901573,2
18_37_42_0538, 35,1132,AnkleLeft,14,-0.490213,0.187833,0.669841,1
18_37_42_0538, 35,1132,FootLeft,15,-0.408878,0.239233,0.582287,1
18_37_42_0538, 35,1132,HipRight,16,-0.512195,-0.401774,1.149531,2
18_37_42_0538, 35,1132,KneeRight,17,-0.363816,-0.194454,0.924079,2
18_37_42_0538, 35,1132,AnkleRight,18,-0.564547,-0.639428,1.200550,2
18_37_42_0538, 35,1132,FootRight,19,-0.550401,-0.709065,1.162893,1
18_37_42_0538, 35,1132,SpineShoulder,20,-0.749161,0.097723,1.332435,2
18_37_42_0538, 35,1132,HandTipLeft,21,-0.699429,-0.124013,0.859404,1
18_37_42_0538, 35,1132,ThumbLeft,22,-0.694472,-0.128807,0.854360,1
18_37_42_0538, 35,1132,HandTipRight,23,-0.311743,-0.239282,1.018825,2
18_37_42_0538, 35,1132,ThumbRight,24,-0.326121,-0.174066,1.051750,2
18_37_42_0574, 36,1167,SpineBase,0,-0.591258,-0.427085,1.156353,2
18_37_42_0574, 36,1167,SpineMid,1,-0.685581,-0.120359,1.262870,2
18_37_42_0574, 36,1167,Neck,2,-0.767910,0.167767,1.352399,2
18_37_42_0574, 36,1167,Head,3,-0.857327,0.248244,1.438871,2
18_37_42_0574, 36,1167,ShoulderLeft,4,-0.794313,0.063956,1.231023,2
18_37_42_0574, 36,1167,ElbowLeft,5,-0.770525,-0.112554,1.121903,2
18_37_42_0574, 36,1167,WristLeft,6,-0.703876,-0.074470,0.929116,1
18_37_42_0574, 36,1167,HandLeft,7,-0.708564,-0.128890,0.874559,1
18_37_42_0574, 36,1167,ShoulderRight,8,-0.683837,0.163444,1.458347,2
18_37_42_0574, 36,1167,ElbowRight,9,-0.542278,0.028402,1.307147,1
18_37_42_0574, 36,1167,WristRight,10,-0.400333,-0.137562,1.159825,2
18_37_42_0574, 36,1167,HandRight,11,-0.357976,-0.225632,1.107419,2
18_37_42_0574, 36,1167,HipLeft,12,-0.629618,-0.428265,1.099310,2
18_37_42_0574, 36,1167,KneeLeft,13,-0.571657,-0.159220,0.902786,2
18_37_42_0574, 36,1167,AnkleLeft,14,-0.512743,0.190643,0.671320,1
18_37_42_0574, 36,1167,FootLeft,15,-0.430478,0.242598,0.585121,1
18_37_42_0574, 36,1167,HipRight,16,-0.513373,-0.403211,1.146943,2
18_37_42_0574, 36,1167,KneeRight,17,-0.359677,-0.192711,0.928304,2
18_37_42_0574, 36,1167,AnkleRight,18,-0.564272,-0.639306,1.199972,2
18_37_42_0574, 36,1167,FootRight,19,-0.548276,-0.709049,1.172841,1
18_37_42_0574, 36,1167,SpineShoulder,20,-0.748938,0.097743,1.332366,2
18_37_42_0574, 36,1167,HandTipLeft,21,-0.699338,-0.122554,0.858984,1
18_37_42_0574, 36,1167,ThumbLeft,22,-0.694079,-0.127622,0.854256,1
18_37_42_0574, 36,1167,HandTipRight,23,-0.307970,-0.240420,1.013994,2
18_37_42_0574, 36,1167,ThumbRight,24,-0.351521,-0.173321,1.083700,2
18_37_42_0606, 37,1199,SpineBase,0,-0.591278,-0.426878,1.156280,2
18_37_42_0606, 37,1199,SpineMid,1,-0.685522,-0.120271,1.262809,2
18_37_42_0606, 37,1199,Neck,2,-0.767839,0.167831,1.352374,2
18_37_42_0606, 37,1199,Head,3,-0.857191,0.248336,1.438897,2
18_37_42_0606, 37,1199,ShoulderLeft,4,-0.805521,0.083185,1.242283,2
18_37_42_0606, 37,1199,ElbowLeft,5,-0.771644,-0.111543,1.123437,2
18_37_42_0606, 37,1199,WristLeft,6,-0.705077,-0.076851,0.929978,1
18_37_42_0606, 37,1199,HandLeft,7,-0.709762,-0.131265,0.875426,1
18_37_42_0606, 37,1199,ShoulderRight,8,-0.683919,0.163775,1.458679,2
18_37_42_0606, 37,1199,ElbowRight,9,-0.542514,0.030510,1.305694,1
18_37_42_0606, 37,1199,WristRight,10,-0.402767,-0.142424,1.159669,2
18_37_42_0606, 37,1199,HandRight,11,-0.355442,-0.221913,1.101657,2
18_37_42_0606, 37,1199,HipLeft,12,-0.630121,-0.427661,1.099491,2
18_37_42_0606, 37,1199,KneeLeft,13,-0.570178,-0.159577,0.902261,2
18_37_42_0606, 37,1199,AnkleLeft,14,-0.508619,0.189162,0.669800,1
18_37_42_0606, 37,1199,FootLeft,15,-0.427394,0.241051,0.582461,1
18_37_42_0606, 37,1199,HipRight,16,-0.513556,-0.402823,1.146462,2
18_37_42_0606, 37,1199,KneeRight,17,-0.357307,-0.193035,0.929082,2
18_37_42_0606, 37,1199,AnkleRight,18,-0.563702,-0.639437,1.200696,2
18_37_42_0606, 37,1199,FootRight,19,-0.549492,-0.709287,1.170440,1
18_37_42_0606, 37,1199,SpineShoulder,20,-0.748864,0.097813,1.332330,2
18_37_42_0606, 37,1199,HandTipLeft,21,-0.700535,-0.124907,0.859855,1
18_37_42_0606, 37,1199,ThumbLeft,22,-0.695389,-0.129487,0.854310,1
18_37_42_0606, 37,1199,HandTipRight,23,-0.312997,-0.227595,1.019853,2
18_37_42_0606, 37,1199,ThumbRight,24,-0.338556,-0.167980,1.064348,2
18_37_42_0639, 38,1232,SpineBase,0,-0.590016,-0.428596,1.155759,2
18_37_42_0639, 38,1232,SpineMid,1,-0.685023,-0.120727,1.262621,2
18_37_42_0639, 38,1232,Neck,2,-0.767776,0.167888,1.352372,2
18_37_42_0639, 38,1232,Head,3,-0.857101,0.248322,1.439031,2
18_37_42_0639, 38,1232,ShoulderLeft,4,-0.789077,0.060982,1.225042,2
18_37_42_0639, 38,1232,ElbowLeft,5,-0.771502,-0.118195,1.120078,2
18_37_42_0639, 38,1232,WristLeft,6,-0.704497,-0.073220,0.928916,1
18_37_42_0639, 38,1232,HandLeft,7,-0.709186,-0.127639,0.874361,1
18_37_42_0639, 38,1232,ShoulderRight,8,-0.684031,0.164054,1.459253,2
18_37_42_0639, 38,1232,ElbowRight,9,-0.541934,0.032424,1.305451,1
18_37_42_0639, 38,1232,WristRight,10,-0.402108,-0.140563,1.159366,2
18_37_42_0639, 38,1232,HandRight,11,-0.358339,-0.226432,1.108239,2
18_37_42_0639, 38,1232,HipLeft,12,-0.626431,-0.429883,1.100097,2
18_37_42_0639, 38,1232,KneeLeft,13,-0.574089,-0.160148,0.903323,2
18_37_42_0639, 38,1232,AnkleLeft,14,-0.522606,0.190621,0.671454,1
18_37_42_0639, 38,1232,FootLeft,15,-0.439042,0.242799,0.586758,1
18_37_42_0639, 38,1232,HipRight,16,-0.514706,-0.404462,1.144766,2
18_37_42_0639, 38,1232,KneeRight,17,-0.355617,-0.191944,0.932321,2
18_37_42_0639, 38,1232,AnkleRight,18,-0.563590,-0.639833,1.200361,2
18_37_42_0639, 38,1232,FootRight,19,-0.549382,-0.709612,1.172340,1
18_37_42_0639, 38,1232,SpineShoulder,20,-0.748755,0.097816,1.332307,2
18_37_42_0639, 38,1232,HandTipLeft,21,-0.699955,-0.121314,0.858788,1
18_37_42_0639, 38,1232,ThumbLeft,22,-0.694323,-0.126646,0.854197,1
18_37_42_0639, 38,1232,HandTipRight,23,-0.319852,-0.238355,1.016962,2
18_37_42_0639, 38,1232,ThumbRight,24,-0.338709,-0.168120,1.062929,2
18_37_42_0674, 39,1267,SpineBase,0,-0.589751,-0.428847,1.155627,2
18_37_42_0674, 39,1267,SpineMid,1,-0.684817,-0.120851,1.262517,2
18_37_42_0674, 39,1267,Neck,2,-0.767722,0.167925,1.352352,2
18_37_42_0674, 39,1267,Head,3,-0.857067,0.248514,1.438732,2
18_37_42_0674, 39,1267,ShoulderLeft,4,-0.789243,0.062838,1.225425,2
18_37_42_0674, 39,1267,ElbowLeft,5,-0.770797,-0.116729,1.120730,2
18_37_42_0674, 39,1267,WristLeft,6,-0.704230,-0.082002,0.927276,1
18_37_42_0674, 39,1267,HandLeft,7,-0.708913,-0.136431,0.872707,1
18_37_42_0674, 39,1267,ShoulderRight,8,-0.684113,0.164394,1.459480,2
18_37_42_0674, 39,1267,ElbowRight,9,-0.542047,0.032426,1.305950,1
18_37_42_0674, 39,1267,WristRight,10,-0.400697,-0.138868,1.158113,2
18_37_42_0674, 39,1267,HandRight,11,-0.354175,-0.229350,1.098861,2
18_37_42_0674, 39,1267,HipLeft,12,-0.625831,-0.429994,1.100246,2
18_37_42_0674, 39,1267,KneeLeft,13,-0.574611,-0.160279,0.903244,2
18_37_42_0674, 39,1267,AnkleLeft,14,-0.524613,0.190488,0.671044,1
18_37_42_0674, 39,1267,FootLeft,15,-0.440917,0.242707,0.586508,1
18_37_42_0674, 39,1267,HipRight,16,-0.515220,-0.404805,1.144151,2
18_37_42_0674, 39,1267,KneeRight,17,-0.353881,-0.192246,0.933546,2
18_37_42_0674, 39,1267,AnkleRight,18,-0.563371,-0.640220,1.199927,2
18_37_42_0674, 39,1267,FootRight,19,-0.550012,-0.709899,1.173494,1
18_37_42_0674, 39,1267,SpineShoulder,20,-0.748670,0.097827,1.332271,2
18_37_42_0674, 39,1267,HandTipLeft,21,-0.699682,-0.130021,0.857148,1
18_37_42_0674, 39,1267,ThumbLeft,22,-0.694694,-0.131606,0.853219,1
18_37_42_0674, 39,1267,HandTipRight,23,-0.277439,-0.221212,0.990947,2
18_37_42_0674, 39,1267,ThumbRight,24,-0.323077,-0.175634,1.045636,2
18_37_42_0706, 40,1299,SpineBase,0,-0.589759,-0.428794,1.155587,2
18_37_42_0706, 40,1299,SpineMid,1,-0.684770,-0.120832,1.262484,2
18_37_42_0706, 40,1299,Neck,2,-0.767653,0.167976,1.352351,2
18_37_42_0706, 40,1299,Head,3,-0.857020,0.248542,1.438737,2
18_37_42_0706, 40,1299,ShoulderLeft,4,-0.793962,0.073986,1.230661,2
18_37_42_0706, 40,1299,ElbowLeft,5,-0.777438,-0.122232,1.123024,2
18_37_42_0706, 40,1299,WristLeft,6,-0.710843,-0.087475,0.929589,1
18_37_42_0706, 40,1299,HandLeft,7,-0.715520,-0.141899,0.875014,1
18_37_42_0706, 40,1299,ShoulderRight,8,-0.684213,0.164588,1.459888,2
18_37_42_0706, 40,1299,ElbowRight,9,-0.543217,0.030959,1.306849,1
18_37_42_0706, 40,1299,WristRight,10,-0.398313,-0.137202,1.155688,2
18_37_42_0706, 40,1299,HandRight,11,-0.358834,-0.225749,1.109762,2
18_37_42_0706, 40,1299,HipLeft,12,-0.625893,-0.429698,1.100327,2
18_37_42_0706, 40,1299,KneeLeft,13,-0.574342,-0.160438,0.902833,2
18_37_42_0706, 40,1299,AnkleLeft,14,-0.523902,0.189805,0.669940,1
18_37_42_0706, 40,1299,FootLeft,15,-0.440283,0.241990,0.585270,1
18_37_42_0706, 40,1299,HipRight,16,-0.515584,-0.404708,1.143825,2
18_37_42_0706, 40,1299,KneeRight,17,-0.351888,-0.193119,0.934156,2
18_37_42_0706, 40,1299,AnkleRight,18,-0.563209,-0.640120,1.199749,2
18_37_42_0706, 40,1299,FootRight,19,-0.549694,-0.709843,1.172551,1
18_37_42_0706, 40,1299,SpineShoulder,20,-0.748599,0.097866,1.332258,2
18_37_42_0706, 40,1299,HandTipLeft,21,-0.706265,-0.135444,0.859482,1
18_37_42_0706, 40,1299,ThumbLeft,22,-0.699295,-0.138236,0.855281,1
18_37_42_0706, 40,1299,HandTipRight,23,-0.306171,-0.217328,1.023826,2
18_37_42_0706, 40,1299,ThumbRight,24,-0.337674,-0.178861,1.085400,2
18_37_42_0738, 41,1332,SpineBase,0,-0.589743,-0.428840,1.155537,2
18_37_42_0738, 41,1332,SpineMid,1,-0.684676,-0.120903,1.262383,2
18_37_42_0738, 41,1332,Neck,2,-0.767566,0.167987,1.352280,2
18_37_42_0738, 41,1332,Head,3,-0.857108,0.248549,1.438422,2
18_37_42_0738, 41,1332,ShoulderLeft,4,-0.795017,0.076430,1.231688,1
18_37_42_0738, 41,1332,ElbowLeft,5,-0.777223,-0.127782,1.119628,1
18_37_42_0738, 41,1332,WristLeft,6,-0.710623,-0.092986,0.926201,1
18_37_42_0738, 41,1332,HandLeft,7,-0.715297,-0.147416,0.871619,1
18_37_42_0738, 41,1332,ShoulderRight,8,-0.683972,0.164289,1.459467,1
18_37_42_0738, 41,1332,ElbowRight,9,-0.542933,0.030884,1.306264,1
18_37_42_0738, 41,1332,WristRight,10,-0.398240,-0.137230,1.154680,2
18_37_42_0738, 41,1332,HandRight,11,-0.355801,-0.222785,1.104271,2
18_37_42_0738, 41,1332,HipLeft,12,-0.626090,-0.429606,1.100169,2
18_37_42_0738, 41,1332,KneeLeft,13,-0.573903,-0.160458,0.902765,2
18_37_42_0738, 41,1332,AnkleLeft,14,-0.522610,0.189714,0.669949,1
18_37_42_0738, 41,1332,FootLeft,15,-0.439061,0.241858,0.585191,1
18_37_42_0738, 41,1332,HipRight,16,-0.515589,-0.404790,1.143804,2
18_37_42_0738, 41,1332,KneeRight,17,-0.346959,-0.191051,0.940600,2
18_37_42_0738, 41,1332,AnkleRight,18,-0.563027,-0.640410,1.200248,2
18_37_42_0738, 41,1332,FootRight,19,-0.550323,-0.710206,1.170268,1
18_37_42_0738, 41,1332,SpineShoulder,20,-0.748498,0.097854,1.332174,2
18_37_42_0738, 41,1332,HandTipLeft,21,-0.706032,-0.140905,0.856104,1
18_37_42_0738, 41,1332,ThumbLeft,22,-0.699227,-0.144104,0.852037,1
18_37_42_0738, 41,1332,HandTipRight,23,-0.310324,-0.220654,1.023803,2
18_37_42_0738, 41,1332,ThumbRight,24,-0.340380,-0.157234,1.062250,2
18_37_42_0772, 42,1367,SpineBase,0,-0.588304,-0.431122,1.154904,2
18_37_42_0772, 42,1367,SpineMid,1,-0.684065,-0.121681,1.262087,2
18_37_42_0772, 42,1367,Neck,2,-0.767513,0.167996,1.352249,2
18_37_42_0772, 42,1367,Head,3,-0.857148,0.248535,1.438297,2
18_37_42_0772, 42,1367,ShoulderLeft,4,-0.780622,0.056342,1.217004,2
18_37_42_0772, 42,1367,ElbowLeft,5,-0.777586,-0.133292,1.117891,1
18_37_42_0772, 42,1367,WristLeft,6,-0.710982,-0.098460,0.924472,1
18_37_42_0772, 42,1367,HandLeft,7,-0.715653,-0.152902,0.869873,1
18_37_42_0772, 42,1367,ShoulderRight,8,-0.684137,0.164500,1.459701,2
18_37_42_0772, 42,1367,ElbowRight,9,-0.543076,0.030897,1.306698,1
18_37_42_0772, 42,1367,WristRight,10,-0.398360,-0.136981,1.154746,2
18_37_42_0772, 42,1367,HandRight,11,-0.354881,-0.227131,1.105592,2
18_37_42_0772, 42,1367,HipLeft,12,-0.621880,-0.432160,1.099931,2
18_37_42_0772, 42,1367,KneeLeft,13,-0.578151,-0.160450,0.904459,2
18_37_42_0772, 42,1367,AnkleLeft,14,-0.538061,0.192881,0.674231,1
